IndTrig_L,IndTrig_R,HandTrig_L,HandTrig_R,Thumb_L_x,Thumb_R_x,Thumb_L_y,Thumb_R_y,LE_speed,Head_Speed,Head_Velocity_Change,Head_AngVel_Change,c_speed,text_presence,change in brightness,diff_HE_yaw,diff_HE_roll,diff_HE_pitch,c_acceleration1,c_acceleration2,c_acceleration3,c_velocity1,c_velocity2,c_velocity3,le_roll_change,le_pitch_change,le_yaw_change,h_roll_change,h_pitch_change,h_yaw_change,c_roll_change,c_pitch_change,c_yaw_change,msr,msr_1,msr_2,session,time
8.0,8.16849797964096,51.23906803131104,19.478631794452667,17.08184802064188,4.663414008367556,10.019125503413354,6.65692634031786,0.0429079827711387,0.0491918650162349,0.0334224583235375,0.2473368843005492,3.0483528755407296,352.0,2947.0088975694443,0.0176772471099985,0.1372360161074475,0.0781319487995196,0.0019166567866256,-0.0049791277896617,0.0243876507462898,0.0,-0.006170338364737,0.1239621255394675,0.0,-6.392310275371571e-05,0.0,-0.0007971777046433,-0.001814705510142,0.0003347197341411,-0.0001607041276958,0.0001952492938748,0.0,1.0,1.0,1.0,5_2_Earth_Gym,0
23.629548013210297,151.27374792099,96.20634365081789,124.47618913650513,42.73277972945581,8.357489813156906,8.872966070355911,1.773924083601167,0.0409708101670185,0.0402614079436796,0.0259778022362818,0.1893117275629594,5.689558300787838,708.0,3961.848228377525,0.0247315961925327,0.124688550531282,0.0624524100036935,-0.1307057310769831,0.2480759912607618,-0.4597439577704976,-0.0496268272399902,-0.269830971956253,1.0502958950931078,-0.0029812163083672,-0.0003928160094519,0.001487982424944,-0.0021697094980364,-0.0005814509904092,0.0009694179776064,-0.0004530577443586,-0.0001692621380465,0.0007250988205398,1.0,1.0,1.0,5_2_Earth_Gym,1
21.594627380371094,369.8241751790047,66.76849550008774,129.9711793065071,28.309320999837407,4.011695095629248,-3.275340677269759,0.4669216167829493,0.0481110227702942,0.0469842524397686,0.0313870638281501,0.2123284149161135,5.681546209726651,703.0,3023.609702493687,0.0366255730232656,0.1267549367502157,0.0656762698434596,-0.0685293762610471,0.6023571721950758,-0.6935820239436582,-0.1258590594440901,-0.0729121214954565,0.4021492269304064,-0.002055992382698,0.0002990034438346,0.0013582985843205,-0.0019743265140602,-0.0005038136629435,0.0016968079543977,-0.0003571538896045,0.0002178274740178,0.0009343088203899,1.0,1.0,1.0,5_2_Earth_Gym,2
99.06959688663484,365.4075695872307,121.23931276798248,62.32941234111786,19.92277857301916,1.1390568139404946,2.4222065549917966,8.646779000594805,0.0812218686847934,0.0803441235642958,0.0638063656370815,0.3334593013650452,8.524139856050015,742.0,5414.612870896464,0.0349935783204317,0.1337328670451013,0.0643748536388212,0.3247348754381,0.4686773443005147,-0.8155372913269427,-0.2479420767890082,0.1514481335151486,0.3413136800130208,-0.0010332311185144,-0.000958708629323,-0.000331399174005,-0.0013604674090045,-0.0001746195603076,-0.0005271998853666,0.0020585763763958,0.0002843532764109,0.0013574979999832,1.0,1.0,1.0,5_2_Earth_Gym,3
107.31794846057892,332.0188027024269,136.71183317899704,76.74210858345032,21.314842531449248,-2.757745964456632,4.034744244449151,1.630031741578175,0.078037456481577,0.0769450346941807,0.0589976322593627,0.2943786669038337,7.332135292289266,764.0,7889.325808869949,0.034475499567294,0.1447199983274539,0.0573460975172917,-0.0190361002832278,0.7294937285638468,0.0844059998052985,-0.2317191837550876,-0.1673626257845304,0.384473002301685,0.0003150677321982,0.0004349989779144,-0.0028584829224248,-0.002277224473649,0.0003279480162456,-0.0006418727099064,-0.001882421344459,0.0002274906528698,0.0045743752611031,1.0,1.0,1.0,5_2_Earth_Gym,4
27.312820374965668,432.60317409038544,109.68765479326248,130.76555341482162,4.428475702789572,-1.5193241218865996,-0.6466093791072876,-0.8188305617653013,0.079755488124782,0.0798588854477483,0.060497690202906,0.2648768936864205,4.752592997845479,779.0,5529.544393150252,0.0328125266509661,0.1997782702946726,0.0688295508430891,-0.3060603939666419,-0.0682352272154873,-0.0123120944560245,-0.0101320303169785,0.0759848232926993,0.0448371424819483,0.0040350617617747,0.0014061187867017,-0.0011919678695421,0.0007494603245069,-0.0006504344454479,0.0003246362210685,-0.0077486942307408,0.0001201648000311,0.0081047276116877,1.0,1.0,1.0,5_2_Earth_Gym,5
39.09133058786392,498.37704384326935,141.99120044708252,296.09180384874344,9.025706225279016,1.0053315887663108,-5.483140767063085,0.2539412734154447,0.0669042014388769,0.0689305907885415,0.051099742184681,0.2365052069685458,4.249803355854918,755.0,4147.615187026515,0.0307817946951125,0.1842423062207146,0.0618523474351612,-0.0412447922894743,0.3189801275393466,-0.3514353274239708,0.0196320669991629,-0.0641449338438883,0.0448371424819483,0.0008576535781866,0.0002846669577007,0.0001006123363414,-0.0005382228552673,-7.705396204510384e-05,-1.94861982480022e-05,-0.0007929275109481,-0.000208643088678,0.0011683191768058,1.0,1.0,1.0,5_2_Earth_Gym,6
67.78168457746506,483.9814382791519,98.4080553650856,355.0612853765488,14.073743186543233,-0.2119668406987971,-8.769521980753213,1.705341355561365,0.039280168011971,0.0397956480790483,0.0317277197804644,0.1842043821629334,3.39873521964944,695.0,5548.907421875,0.0272358314730977,0.164179810759714,0.0525448122952953,-0.0255394823234188,0.6275766941398725,-0.391421924393444,-0.0136394628742397,-0.112027781350272,0.1097426694982192,-0.0007523893699861,-3.961201447275076e-05,-0.0004390199287926,-0.0009616180632504,4.903786731048909e-05,-0.0004809201774265,0.000781048167644,0.0002001652212482,0.0010772457662334,1.0,1.0,1.0,5_2_Earth_Gym,7
56.56459057331085,494.7452972531319,63.38681095838547,200.6231943368912,16.59209278909768,-0.6430631736874824,0.1668272476093859,0.5746931711685619,0.049953317238433,0.0497307099457491,0.0368478071364598,0.2184564041355552,2.7602346191196623,728.0,6876.268781565657,0.0254726036301725,0.1236539835567396,0.0514227386309497,-0.0025334427039228,-0.0621250092248703,-0.3654176302805527,-0.0016182843266853,0.0355000867911264,0.1070323323768685,0.0010487505337748,0.0002909151122118,-0.0009587767814851,-0.0011904863496923,0.0007524219314129,-0.0004246910146239,0.0023910361368055,0.0002874968316445,0.0011110368659117,1.0,1.0,1.0,5_2_Earth_Gym,8
38.46544528007507,423.0327217578888,18.89718902111053,83.18241196870804,28.430034990590222,3.50688518716472,9.264000853185324,-0.5802609049216524,0.0544852052909354,0.0540472059029734,0.0401715708351657,0.24253180300823,5.6998372358179,783.0,6842.747514204546,0.0331725578757371,0.0987966255945249,0.0440747539828543,-0.0181887770968921,-0.1451599277503602,0.0268690814815878,0.0789266237070862,-0.2112872358681499,0.4188064345739837,-0.0022907495251651,0.0005118945025334,-0.000694753311596,-0.0030134457667448,0.0009466265568588,-0.0001608256182372,0.0009245055455122,0.0003453581180373,0.0015959261177333,1.0,1.0,1.0,5_2_Earth_Gym,9
