,IndTrig_L,IndTrig_R,HandTrig_L,HandTrig_R,Thumb_L_x,Thumb_R_x,Thumb_L_y,Thumb_R_y,LE_speed,Head_Speed,Head_Velocity_Change,Head_AngVel_Change,c_speed,text_presence,change in brightness,diff_HE_yaw,diff_HE_roll,diff_HE_pitch,c_acceleration1,c_acceleration2,c_acceleration3,c_velocity1,c_velocity2,c_velocity3,le_roll_change,le_pitch_change,le_yaw_change,h_roll_change,h_pitch_change,h_yaw_change,c_roll_change,c_pitch_change,c_yaw_change,msr,session
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,3.111606604451716,2.8515425432610737,0.6994862947913474,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,5_2_Earth_Gym
1,0.0,3.8876678347587585,18.391452074050903,0.2329669594764709,0.0,-2.0598593656706305,0.0,-0.8479928237516866,0.0506552477686089,0.0746224452686093,0.0469634384113723,0.3286688355363645,0.25519649403477934,0.0,621.5115451388888,0.0193360088613026,0.1392072773527183,0.095904604023424,0.0019166567866256117,0.00013366450738583373,0.010884368768198375,0.0,-0.0018005259302058697,0.0,0.0,0.0,0.0,-0.002719036159568998,-0.001358795383928699,-3.5498666706100176e-05,-0.0013440050267186088,0.0,-0.0003078858822345987,1.0,5_2_Earth_Gym
2,8.0,4.280830144882202,32.84761595726013,19.245664834976196,17.081848020641885,6.723273374038186,10.019125503413354,7.5049191640695465,0.042114098852592055,0.042237081013818054,0.02958922714994685,0.20817632616282278,6.14163863075351,352.0,2325.4973524305556,0.01670556585827945,0.1358759955098987,0.06523593949371981,-0.10035021942847512,-0.21806022032269917,0.22103242653924404,0.037001662228540094,-0.24174255867526956,1.426798565242874,-0.001276271621731398,-0.0044968909119293965,0.0010221890997603993,-0.0002254546595048812,-0.002506168425105537,0.00041691219022330084,3.8431105069181015e-05,0.0006234795441670826,0.0008721444537965195,1.0,5_2_Earth_Gym
3,15.629548013210297,146.9929177761078,63.35872769355774,105.23052430152893,25.650931708813935,1.6342164391187204,-1.1461594330574414,-5.730995080468379,0.040869328728493,0.0378292831834365,0.02225698230532,0.152888879207381,5.069574215581233,356.0,1636.3508759469696,0.0405831873243312,0.1075416045517128,0.05485223651401,-0.1307057310769831,0.9994706843042087,-1.598357602162378,-0.09897310439854452,-0.29670238494873047,0.8958629939867102,-0.004999418293052012,0.0013518294717642515,0.0025902075603217063,-0.0040547693086195324,0.0008546355110884418,0.001961392494271199,-0.0010768185787718848,-0.0002880185290149162,0.00045271091783141704,1.0,5_2_Earth_Gym
4,5.965079367160797,222.83125740289688,3.409767806529999,24.74065500497818,2.658389291023472,2.3774786565105277,-2.1291812442123175,6.197916697251328,0.05959238480233395,0.062475452903243606,0.0562793259567664,0.30204185857893867,6.615671079788086,347.0,1387.258826546717,0.0334986105985737,0.15186993872799842,0.07664881098414875,0.08962688785618945,0.13248361660392036,0.0892523490045039,-0.1784853977730782,0.2811130797722555,-0.25465346544273393,0.0008156625347374991,-0.0011370227671568811,0.001021095537450195,-8.262097710642902e-05,-0.0018121961400130449,0.000824777691293202,0.00159428662577632,0.0022028465978674028,0.0017640735420361153,1.0,5_2_Earth_Gym
5,93.10451751947403,142.5763121843338,117.82954496145248,37.58875733613968,17.264389281995687,-1.2384218425700326,4.5513877992041145,2.448862303343476,0.0909017426027553,0.0923885855874254,0.0670922653458339,0.352802505244491,9.612864252884972,395.0,4027.3540443497477,0.0355594873667375,0.126673181698103,0.0573069687359596,1.0373823552905421,1.265139590360355,-2.024625654421752,-0.3397207465960825,-0.23397019034937808,0.7869116693949527,-0.0026675100773558003,-0.0007851998976858288,-0.00250788671583195,-0.003354797991319991,0.0013775172756139015,-0.0013775835520687483,0.0022717763855324424,-0.0009536369983977333,0.0006185717163175938,1.0,5_2_Earth_Gym
6,14.213430941104889,189.4424905180931,18.882288217544556,39.15335124731064,4.050453249453559,-1.5193241218865996,-0.5166435547549619,-0.8188305617653013,0.0658702338368201,0.0613646400372381,0.0498565435371716,0.2518311345775089,5.5978285270300585,369.0,3861.9717645202018,0.0335920254540458,0.1884599685627336,0.0573852262986239,-0.5779712417015809,0.4419432809038197,0.9586306460688657,-0.048924894893870634,-0.14467875162760419,0.17003026501885776,0.004284418241694156,0.001382768298939463,-0.0033366671342193455,-0.0006554212697464021,-0.000494430704664206,0.0003355890615962982,-0.010466002808143027,0.0016833498485198661,0.009066317894432019,1.0,5_2_Earth_Gym
7,13.099389433860779,243.16068357229233,90.80536657571793,91.61220216751099,0.37802245333601314,0.0,-0.12996582435232595,0.0,0.10041541080301385,0.10211868895546056,0.0729598697254796,0.27998192592748583,4.1060533217438415,410.0,1667.57262863005,0.0317943554397793,0.21146056026395132,0.0823510092199046,0.13974207387240173,-0.504177525821173,-0.6236079959939689,0.04659506733847869,0.21372779572515083,-0.020980206716987297,0.003555310175909099,0.0013932066406605603,0.00038058095952300114,0.001634028365219399,-0.0008727165369255552,0.0003392853254379005,-0.004788728817110677,-0.0010944472567739894,0.005937527173657475,1.0,5_2_Earth_Gym
8,25.991941154003143,255.21636027097702,51.18583387136459,204.47960168123245,8.647683771943003,1.0053315887663108,-5.3531749427107576,0.2539412734154448,0.0394460430986419,0.039655145912139,0.0337487843653044,0.1798602240381575,4.33265228189617,345.0,2480.0425583964643,0.0302730986070746,0.1532247090433098,0.0489140756449081,-0.04124479228947438,0.7531330757724344,0.25029261934815383,0.017198140189151636,-0.19385849220165308,0.152347893114911,-0.0019511410909628935,-4.2465448282624774e-05,-0.00013787831565904504,-0.0011641328554779506,0.00018528654207228268,-0.00025171244298195143,-0.0003612932505840938,0.00021596942694684929,0.0005436606783025821,1.0,5_2_Earth_Gym
9,41.789743423461914,228.7650780081749,47.22222149372101,150.58168369531631,5.426059414600228,-1.2172984294651081,-3.4163470380424537,1.4514000821459199,0.0386178336197766,0.04089832588041295,0.0311307454467632,0.18707919447923282,2.613960114634512,350.0,3068.864863478536,0.023542688648691752,0.1752794914438103,0.060466153931611796,-0.014565699410655747,0.3579993708784212,-1.3512150450061027,-0.04679643342707221,-0.0791539361466577,0.07492178803557283,0.0006008245480967345,-1.651490761520047e-05,-0.00045921780657819794,-0.000570393123612789,-0.00024555018690609887,-0.0006967472975999006,0.003481663954226777,4.07584956220175e-05,0.002755585996938592,1.0,5_2_Earth_Gym
